PT. SINAR PURE FOODS INTERNATIONAL;;;;;;;;;;
Purchase Requisition Slip (PRS) Not Yet Purchase Order (PO);;;;;;;;;;
As Of February 11, 2026;;;;;;;;;;
;;;;;;;;;;
Canvasser Name: Erni Ending;;;;;;;;;;
Purchase Requisition Slip;;;Item;;;;;Department;;
7268;70460003684;21-10-2014;61337;WELDING ROD S/S  3.2MM;-2,00;5,00;KGS;7046;Engineering;
7269;70460003684;21-10-2014;60733;CUTTING WHEEL 14 (RESIBON BRAND);-9,00;1,00;PCS;7046;Engineering;
7270;70460003684;21-10-2014;60213;GRINDING WHEEL 4;38,00;1,00;;7046;Engineering;
7344;70420003720;27-10-2014;42007;LABELS 307 JA BRAND SSB;0,00;519.803,00;;7042;Inventory Management;
7345;70420003720;27-10-2014;42008;LABELS 307 JA BRAND SSO;0,00;519.803,00;PCS;7042;Inventory Management;
7351;70420003725;27-10-2014;42005;LABELS 307 TUUNIKALA SCO;0,00;38.784,00;;7042;Inventory Management;
7352;70420003725;27-10-2014;42006;LABELS 307 TUUNIKALA SCB;0,00;38.784,00;;7042;Inventory Management;
7353;70420003725;27-10-2014;42009;CARTONETE TUUNIKALA SCB GOLD STAMP;0,00;38.784,00;PCS;7042;Inventory Management;
7354;70420003725;27-10-2014;42010;CARTONETE TUUNIKALA SCO GOLD STAMP;0,00;38.784,00;;7042;Inventory Management;
7375;70320003743;29-10-2014;50445;SPONS FOR CUCI PIRING;0,00;36,00;;7032;Fixed Fish Procurement;
7387;70420003749;29-10-2014;50043;MASKER HIDUNG GOOD QUALITY;0,00;100,00;DOS;7042;Inventory Management;
7432;70460003765;30-10-2014;66413;FLAP DISC NO 500;0,00;5,00;;7046;Engineering;
7436;70460003765;30-10-2014;66414;WHITE BOARD 10 MM X 100 CM X 200 CM;0,00;1,00;;7046;Engineering;
7449;70460003769;31-10-2014;52427;PASIR COR ( SAND );0,00;8,00;;7046;Engineering;
7450;70460003769;31-10-2014;52428;PASIR PLESTER ( SAND );0,00;4,00;;7046;Engineering;
7491;70460003784;04-11-2014;81688;S/S BOLT & NUT + RING 16MM DIA X 10INC PANJANG;0,00;70,00;;7046;Engineering;
7517;70460003796;05-11-2014;60733;CUTTING WHEEL 14 (RESIBON BRAND);27,00;1,00;PCS;7046;Engineering;
7577;70460003819;07-11-2014;50191;BAMBU ( BULU ) 8CM X 6 MTRS;34,00;10,00;LE;7046;Engineering;
7578;70460003819;07-11-2014;61008;TALI RAFIAH @ 1 KGS;0,00;1,00;ROLL;7046;Engineering;
7617;70440003836;10-11-2014;51563;Karung Besar Ukuran 80 x 150 cm;0,00;50,00;;7044;Quality Assurance;
7650;70460003854;11-11-2014;63468;INTERBLOCK GRAY K250 (PAVING BLOCK);0,00;1.548,00;;7046;Engineering;
7651;70460003854;11-11-2014;52428;PASIR PLESTER ( SAND );0,00;8,00;;7046;Engineering;
7652;70460003854;11-11-2014;60064;CEMENT TONASA @50KG/BOX;154,00;5,00;;7046;Engineering;
7672;70460003861;11-11-2014;60011;ENGSEL PINTU S.S. 1 X 4;3,00;10,00;;7046;Engineering;
7682;70460003863;11-11-2014;63130;GI PLATE 1,2 X 2,4 X 6 MM;28,00;24,00;SHTS;7046;Engineering;
7699;70440003868;12-11-2014;66518;Pressed Weight machine;0,00;1,00;;7044;Quality Assurance;
7729;70460003883;13-11-2014;62646;BALOK KAYU 5/10 CM X  4 MTR NANTUMERAH ;13,00;85,00;LE;7046;Engineering;
7730;70460003883;13-11-2014;62647;BALOK KAYU 5/7 CM X  NANTUMERAH ;18,00;30,00;LE;7046;Engineering;
7731;70460003883;13-11-2014;66235;KALSI 4,5 MM X 120 CM X 240 CM;0,00;48,00;;7046;Engineering;
7732;70460003883;13-11-2014;60847;NAIL ( PAKU ) 3;-8,00;10,00;KGS;7046;Engineering;
7733;70460003883;13-11-2014;61067;PAKU 2;0,00;5,00;;7046;Engineering;
7734;70460003883;13-11-2014;66238;PAKU SCREW 3 MM X 1,5 INCHI @ 100PCS/BOX;0,00;5,00;BOXES;7046;Engineering;
7735;70460003883;13-11-2014;64877;PROFIL SP-5;2,00;12,00;LE;7046;Engineering;
7736;70460003883;13-11-2014;81718;PINTU JADI 80CM X 200CM MEREK KAKA;0,00;1,00;;7046;Engineering;
7737;70460003883;13-11-2014;64999;METROLITE  WHITE PAINT  @ 3KG;27,00;2,00;;7046;Engineering;
7738;70460003883;13-11-2014;65178;METROLITE GRAY, N0 001;0,00;1,00;;7046;Engineering;
7739;70460003883;13-11-2014;71612;AVIAN PAINT (WARNA COKLATE);0,00;1,00;;7046;Engineering;
7740;70460003883;13-11-2014;54133;THINNER;0,00;1,00;;7046;Engineering;
7741;70460003883;13-11-2014;66576;KUAS ROLL 20 CM;-2,00;2,00;;7046;Engineering;
7742;70460003883;13-11-2014;60545;PAINT BRUSH 3;-6,00;1,00;;7046;Engineering;
7743;70460003883;13-11-2014;63145;LAMINATE FLOOR VERTIGO LIVING ROOM;0,00;20,00;;7046;Engineering;
7769;70420003896;14-11-2014;55001;plastic stretch film;0,00;10,00;ROLLS;7042;Inventory Management;
7770;70420003897;14-11-2014;92201;kaca pembesar;0,00;1,00;;7042;Inventory Management;
7747;70460003886;14-11-2014;02295;SL/C & TOOLS FOR PEMASANGAN PINTU TYPE KAKA DI RUANG MEETING ADMIN BUILDING;0,00;1,00;LOT;7046;Engineering;
7772;70420003899;17-11-2014;90411;BRASSO METAL POLISH;0,00;10,00;;7042;Inventory Management;
7790;70460003908;17-11-2014;66937;OXIGENT REFILLING 2000 PSI PRESSURE;0,00;1,00;BTL;7046;Engineering;
7791;70460003908;17-11-2014;63051;LPG @12 KG;29,00;2,00;BTL;7046;Engineering;
7823;70460003919;17-11-2014;02300;Supply of labor for installing of concrete 50 cm X 50 cm x 15 cm under the existing bridge shoreline;0,00;1,00;LOT;7046;Engineering;
7877;70460003944;19-11-2014;50818;NIPPON PAINT MARINE GRAY;4,00;2,00;;7046;Engineering;
7907;70460003947;19-11-2014;60083;CABLE TIES 30CM;1,00;2,00;;7046;Engineering;
7909;70460003947;19-11-2014;61006;ELECTRICAL TAPE UNIBEL;1,00;2,00;;7046;Engineering;
7910;70460003948;19-11-2014;65112;PAKU BETON 1,5;0,00;2,00;;7046;Engineering;
7911;70460003948;19-11-2014;66954;PAKU BETON 2;0,00;6,00;;7046;Engineering;
7914;70460003948;19-11-2014;51222;NIPPON PAINT MARINE WHITE @ 5 KGS;1,00;11,00;;7046;Engineering;
7915;70460003948;19-11-2014;50015;THINNER CAT & DOG @5L;-8,00;6,00;TIN;7046;Engineering;
7918;70460003949;19-11-2014;62796;"PIPE S/S 316 &#65533; 2 X 6 MTR SCH 40";0,00;2,00;;7046;Engineering;
7920;70460003949;19-11-2014;62787;ANGLE BAR SS 3X3X6M;0,00;4,00;;7046;Engineering;
7922;70460003949;19-11-2014;65821;ELBOW SS 2 INCHI SCH 20 WELDED TYPE;0,00;4,00;;7046;Engineering;
7924;70460003949;19-11-2014;65754;WATER MUR S/S 1/2 INCHI;0,00;4,00;;7046;Engineering;
7927;70460003949;19-11-2014;60733;CUTTING WHEEL 14 (RESIBON BRAND);23,00;10,00;PCS;7046;Engineering;
7928;70460003949;19-11-2014;65911;"WELDING ROD RB &#65533; 3,2 MM";10,00;15,00;KGS;7046;Engineering;
7929;70460003949;19-11-2014;61337;WELDING ROD S/S  3.2MM;-7,00;5,00;KGS;7046;Engineering;
7954;70460003953;19-11-2014;50818;NIPPON PAINT MARINE GRAY;4,00;1,00;;7046;Engineering;
8014;70420003972;20-11-2014;43008;STICKER POLOS COKLAT / ORANGE;0,00;1,00;;7042;Inventory Management;
7981;70460003960;20-11-2014;60468;ROUND BAR SS 10MMX6M;0,00;3,00;;7046;Engineering;
7995;70460003962;20-11-2014;61255;PAKU SENG (SCREW BOLT 5 MM X 2 ) @ 200PCS/ Box;0,00;2,00;BOX;7046;Engineering;
7997;70460003962;20-11-2014;60522;CUTTING WHEEL (RESIBON BRAND) 4;12,00;10,00;;7046;Engineering;
8030;70460003981;22-11-2014;81875;SILICONE SEALENT WHITE COLOR @ 24 PCS/ DOS ;0,00;3,00;;7046;Engineering;
8044;70420003988;24-11-2014;30006;CARTONS 307/48 WHITE 168;0,00;5.100,00;PCS;7042;Inventory Management;
8046;70460003989;24-11-2014;64813;KARET PENGANCING ACRYLIC 1/2 @50MTR/ROLL;0,00;1,00;ROLL;7046;Engineering;
8060;70460003996;24-11-2014;60745;EXPANSION BOLT 10 X 2.5;0,00;50,00;;7046;Engineering;
8111;70460004018;25-11-2014;64122;GI ELBOW ISTW 2 THREADED SCH 40;0,00;4,00;PCS;7046;Engineering;
8112;70460004018;25-11-2014;64199;"GI PIPE 2 &#65533; X 6 MTR MED. A";0,00;4,00;LE;7046;Engineering;
8220;70460004072;29-11-2014;68913;GI PIPE ISTW 2.5 X 6 MTR SCH;0,00;4,00;;7046;Engineering;
8221;70460004072;29-11-2014;63503;GI ELBOW 2,5 90 DERAJAT ISTW;0,00;4,00;;7046;Engineering;
8246;70460004077;02-12-2014;02606;SL/C FOR PENGECATAN MEJA & BANGKU CANTEEN ;0,00;33,00;;7046;Engineering;
8316;70460004112;04-12-2014;69946;KUNCI PINTU 2 SLAG TYPE PUTAR;0,00;2,00;;7046;Engineering;
8341;70460004123;06-12-2014;60545;PAINT BRUSH 3;5,00;20,00;;7046;Engineering;
8449;70460004177;16-12-2014;81801;ALUMINIUM HOLLO, 10MM X 30MM X 6MTR;0,00;70,00;;7046;Engineering;
8450;70460004177;16-12-2014;81802;ANGLE ALUMINIUM, 3MM X 30MM X 6MTR;0,00;70,00;;7046;Engineering;
8477;70460004189;17-12-2014;81805;ANGKER BOLTH & NUT + MUR 20.6MM DIA X 20 INC ;0,00;4,00;;7046;Engineering;
8478;70460004189;17-12-2014;81806;ANGKER BOLTH & NUT + MUR 24MM DIA X 20 INC;0,00;10,00;;7046;Engineering;
8485;70460004192;17-12-2014;61255;PAKU SENG (SCREW BOLT 5 MM X 2 ) @ 200PCS/ Box;6,00;2,00;BOX;7046;Engineering;
8486;70460004192;17-12-2014;62122;SENG PLATE 0,32 MM X 1 X 2 MTR;0,00;10,00;;7046;Engineering;
8487;70460004192;17-12-2014;65024;NIPPON MARINE PRIMER @ 5 KG/TIN (MENI);27,00;1,00;;7046;Engineering;
8488;70460004192;17-12-2014;50015;THINNER CAT & DOG @5L;12,00;1,00;TIN;7046;Engineering;
8489;70460004192;17-12-2014;60545;PAINT BRUSH 3;20,00;2,00;;7046;Engineering;
8553;70460004210;20-12-2014;64385;NIPPON MARINE SILVER @ 5 LITERS / TINS;-2,00;2,00;;7046;Engineering;
8556;70460004210;20-12-2014;60545;PAINT BRUSH 3;12,00;5,00;;7046;Engineering;
8558;70460004210;20-12-2014;51221;NIPPON PAINT MARINE GREEN @ 5 KGS/TIN;3,00;1,00;;7046;Engineering;
8570;70420004216;22-12-2014;51436;Detergacid II (Self Foaming Acid) @ 5 Kg;25,00;300,00;Kgs;7042;Inventory Management;
8582;70440004219;22-12-2014;90108;SUGAR @ 1 KG;0,00;50,00;;7044;Quality Assurance;
8685;70420004261;30-12-2014;30450;PRINTED CARTON DOLPHIN SSO 307;0,00;25.800,00;PCS;7042;Inventory Management;
8686;70420004261;30-12-2014;30451;PRINTED CARTON DOLPHIN SLO 307;0,00;8.600,00;;7042;Inventory Management;
8687;70420004261;30-12-2014;30452;PRINTED CARTON DOLPHIN SLO CHILI 307;0,00;8.600,00;;7042;Inventory Management;
8688;70420004261;30-12-2014;30453;PRINTED CARTON DOLPHIN SCO 307;0,00;13.760,00;;7042;Inventory Management;
8683;70460004260;30-12-2014;81727;ALUMINIUM ANGLE  2MM X 3CM X 3CM X 4MTR;0,00;15,00;;7046;Engineering;
8689;70460004262;30-12-2014;64385;NIPPON MARINE SILVER @ 5 LITERS / TINS;-22,00;7,00;;7046;Engineering;
8690;70460004262;30-12-2014;63321;THINNER CAT & DOG @ 5KG/TINS;14,00;4,00;;7046;Engineering;
8794;70440004294;05-01-2015;62167;PENUTUP BODY (COVER) PACKSHAPER HERMASA;1,00;1,00;;7044;Quality Assurance;
8792;70460004293;05-01-2015;64466;LEM EHA BOND @ 1 KGS/TIN;0,00;5,00;;7046;Engineering;
8823;70460004313;07-01-2015;61870;FIRE WOOD ( KAYU BAKAR );0,00;75,00;;7046;Engineering;
8882;70460004321;09-01-2015;02173;SL/C TOOLS &MATERIAL FOR SERVICE BERKALA TOYOTA AVANZA;0,00;1,00;LOT;7046;Engineering;
8951;70420004364;15-01-2015;61061;HAMMER / MARTIL STD;0,00;1,00;PCS;7042;Inventory Management;
8952;70420004364;15-01-2015;66063;LINGGIS PAKAI KUKU MACN UK SEDANG;0,00;1,00;;7042;Inventory Management;
8957;70460004367;15-01-2015;50191;BAMBU ( BULU ) 8CM X 6 MTRS;25,00;50,00;LE;7046;Engineering;
8960;70460004370;16-01-2015;02896;SL/C & TOOLS  FOR LAYERING BATACO IN ADDITION OF WH III & C/S ( 1849.50 M2);0,00;1,00;LOT;7046;Engineering;
8970;70460004376;17-01-2015;60064;CEMENT TONASA @50KG/BOX;874,00;5,00;;7046;Engineering;
8971;70460004377;17-01-2015;63850;HAND SHOWER  + FLEXIBLE HOSE S/S 1/2;0,00;2,00;PCS;7046;Engineering;
8977;70460004380;19-01-2015;71612;AVIAN PAINT (WARNA COKLATE);5,00;2,00;;7046;Engineering;
9005;70460004392;20-01-2015;66519;Bayclin Pemutih Desifektan, 1000 ml.;0,00;5,00;LITER;7046;Engineering;
9009;70460004395;21-01-2015;02310;SLC & MATERIAL FOR SERVICE BERKALA TOYOTA HILUX ;0,00;1,00;LOT;7046;Engineering;
9010;70460004395;21-01-2015;00574;SLC FOR SERVICE BERKALA TOYOTA INNOVA  DB 2116 CA;0,00;1,00;Lot;7046;Engineering;
9012;70460004396;21-01-2015;60545;PAINT BRUSH 3;11,00;2,00;;7046;Engineering;
9093;70460004450;28-01-2015;02903;SL/C & TOOLS  FOR LAYERING BATACO DI SAMPING BAK CLARIFIER & TOWER WATER TANK( 851.35 M2);0,00;1,00;;7046;Engineering;
9114;70460004467;29-01-2015;81916;BOUT & NUT + FISHER 5MM X 2,3 INC @ 100PCS/ BOX;0,00;4,00;;7046;Engineering;
9116;70460004467;29-01-2015;60733;CUTTING WHEEL 14 (RESIBON BRAND);35,00;1,00;PCS;7046;Engineering;
9117;70460004467;29-01-2015;60213;GRINDING WHEEL 4;25,00;5,00;;7046;Engineering;
9118;70460004467;29-01-2015;60089;"WELDING ROD RB 26  &#65533; 2.6MM";63,00;10,00;KGS;7046;Engineering;
9119;70460004467;29-01-2015;64120;EXPANSION BOLT 10 MM X 7 cm;0,00;50,00;;7046;Engineering;
9120;70460004467;29-01-2015;71504;PIPE PVC 1,5 AW X 6MTR;1,00;1,00;;7046;Engineering;
9121;70460004467;29-01-2015;71506;ELBOW PVC 1,5 AW;2,00;1,00;PCS;7046;Engineering;
9122;70460004467;29-01-2015;64273;TRECTEK PVC ;0,00;1,00;PCS;7046;Engineering;
9123;70460004467;29-01-2015;61601;LEM PVC @ 1 KG/TIN;7,00;1,00;TIN;7046;Engineering;
9185;70460004495;04-02-2015;65258;PIONER NON-SAG EPOXY ( HIGH PERFORMANCE MARINE APPLICATION) A @ 1,60 KG/TIN;0,00;1,00;;7046;Engineering;
9186;70460004495;04-02-2015;65259;PIONER NON-SAG EPOXY ( HIGH PERFORMANCE MARINE APPLICATION) B @ 1,60 KG/TIN;0,00;1,00;;7046;Engineering;
9195;70420004501;05-02-2015;30453;PRINTED CARTON DOLPHIN SCO 307;0,00;31.150,00;;7042;Inventory Management;
9196;70420004501;05-02-2015;30450;PRINTED CARTON DOLPHIN SSO 307;0,00;26.150,00;PCS;7042;Inventory Management;
9200;70320004504;06-02-2015;50111;CANGKUL;0,00;2,00;;7032;Fixed Fish Procurement;
9201;70320004504;06-02-2015;50446;SKOP BIASA;0,00;4,00;PCS;7032;Fixed Fish Procurement;
9205;70440004505;06-02-2015;63295;ALUMINIUM FOIL @ 5MM X 120CM X 50MTR/ROLL;0,00;2,00;ROLLS;7044;Quality Assurance;
9271;70420004526;10-02-2015;53241;Chlorine Powder;0,00;1,00;;7042;Inventory Management;
9255;70460004528;10-02-2015;63850;HAND SHOWER  + FLEXIBLE HOSE S/S 1/2;0,00;1,00;PCS;7046;Engineering;
9256;70460004528;10-02-2015;62174;KRAN AIR 1/2 MERK TOTO  S/S;1,00;2,00;PCS;7046;Engineering;
9257;70460004528;10-02-2015;71506;ELBOW PVC 1,5 AW;2,00;3,00;PCS;7046;Engineering;
9258;70460004528;10-02-2015;66758;ELBOW PVC 3/4 INCHI;0,00;10,00;PCS;7046;Engineering;
9259;70460004528;10-02-2015;66759;SHOCK PVC 3/4 INCI  X 1/2 INCHI;0,00;3,00;;7046;Engineering;
9260;70460004528;10-02-2015;66760;DOP PVC 3/4 INCHI;0,00;2,00;;7046;Engineering;
9261;70460004528;10-02-2015;60139;SEAL TAPE TBA;5,00;1,00;;7046;Engineering;
9283;70460004543;16-02-2015;66323;RODA TROLI & BRUCKET;0,00;22,00;;7046;Engineering;
9288;70460004544;16-02-2015;62478;MET;0,00;7,00;KG;7046;Engineering;
9289;70460004544;16-02-2015;60852;RESIN;0,00;7,00;KGS;7046;Engineering;
9290;70460004544;16-02-2015;60853;CATALYST;0,00;4,00;;7046;Engineering;
9291;70460004544;16-02-2015;60545;PAINT BRUSH 3;3,00;2,00;;7046;Engineering;
9292;70460004544;16-02-2015;63321;THINNER CAT & DOG @ 5KG/TINS;59,00;1,00;;7046;Engineering;
9296;70460004547;16-02-2015;65241;KAWAT RAM CYCLONE 5 CM X 5 CM  @ 150 CM X 11 MTR;-2,00;1,00;ROLLS;7046;Engineering;
9330;70420004559;17-02-2015;50442;GAYUNG;-3,00;1,00;;7042;Inventory Management;
9341;70420004570;20-02-2015;52330;PLEDGE @ 170 ML;0,00;5,00;BTL;7042;Inventory Management;
9342;70420004570;20-02-2015;53246;KANEBO;0,00;2,00;PCS;7042;Inventory Management;
9525;70460004654;05-03-2015;62202;GATE-GATE SLOT UKURAN SEDANG;1,00;6,00;PCS;7046;Engineering;
9584;70460004679;09-03-2015;02550;SL/C TOOLS & MATERIALS FOR FABRICATION Y CONVEYOR, PANJANG 150CM & 195CM;0,00;1,00;PCS;7046;Engineering;
9587;70480004682;09-03-2015;95112;Log Book Kecil ;0,00;2,00;;7048;Human Resources Development;
9588;70480004682;09-03-2015;95113;Kapas ;0,00;3,00;;7048;Human Resources Development;
9589;70480004682;09-03-2015;95116;Kain Kasa Indolab;0,00;4,00;;7048;Human Resources Development;
9590;70480004682;09-03-2015;95117;Plester Isoplast / Plester Roll;0,00;1,00;;7048;Human Resources Development;
9591;70480004682;09-03-2015;95118;Plesterin WP / Handyplast;0,00;5,00;;7048;Human Resources Development;
9592;70480004682;09-03-2015;95119;Gunting kecil;0,00;3,00;;7048;Human Resources Development;
9593;70480004682;09-03-2015;95120;Povidine Iodine / Betadine;0,00;6,00;;7048;Human Resources Development;
9594;70480004682;09-03-2015;95121;Rivanol @ 100 ml;0,00;3,00;;7048;Human Resources Development;
9595;70480004682;09-03-2015;95122;Alkohol 70%;0,00;6,00;BTL;7048;Human Resources Development;
9709;70420004731;17-03-2015;50095;NET/JARING FOR CONTAINER;-5,00;10,00;KGS;7042;Inventory Management;
9816;70460004785;26-03-2015;63337;GI PIPE 2 X 6 MTR  ISTW;-1,00;5,00;LE;7046;Engineering;
9817;70460004785;26-03-2015;62709;GI PIPE 1,5  ISTW;2,00;6,00;;7046;Engineering;
9825;70560004790;27-03-2015;53002;HORIZONTAL BLINDS;0,00;1,00;;7056;It;
9878;70440004809;31-03-2015;95272;Gunting Tanaman;0,00;1,00;;7044;Quality Assurance;
9881;70440004811;31-03-2015;95113;Kapas ;-3,00;2,00;;7044;Quality Assurance;
10079;70320004891;14-04-2015;90410;Pemasangan logo dan nama PT.SPFI di cool box baru.;0,00;6,00;PRINTED;7032;Fixed Fish Procurement;
10079;70320004891;14-04-2015;90410;Pemasangan logo dan nama PT.SPFI di cool box baru.;0,00;6,00;PRINTED;7032;Fixed Fish Procurement;
10068;70500004896;15-04-2015;91956;AQUA GALON REFILL;1.883,00;541,00;;7050;Purchasing;
10165;70460004934;23-04-2015;60075;ANGLE ALUMINIUM, 2MM X 2CM X 2CM X 6MTR;0,00;27,00;;7046;Engineering;
10239;70320004970;30-04-2015;52536;PILOX WARNA BIRU ;0,00;1,00;PAIL;7032;Fixed Fish Procurement;
10402;70460005046;18-05-2015;51458;DETERGENT SURF;26,00;3,00;;7046;Engineering;
10403;70460005046;18-05-2015;68216;BLUE BAND;0,00;3,00;KLG;7046;Engineering;
10435;70420005061;19-05-2015;40164;LABELS 603 - PISTOR PROFIT YSO (UV COATED);0,00;11.200,00;PCS;7042;Inventory Management;
10461;70440005080;20-05-2015;9920;Plastik Es;0,00;10,00;;7044;Quality Assurance;
10584;70460005138;27-05-2015;51458;DETERGENT SURF;-57,00;2,00;;7046;Engineering;
10706;70460005192;05-06-2015;02649;SLC for fixing of cabinet shelves at Q.A lab., TV preparation and kitchen rooms.;0,00;1,00;LOT;7046;Engineering;
10752;70460005221;09-06-2015;66404;Food grade paint, blue color (flexible ceramic coating);0,00;6,00;;7046;Engineering;
10800;70460005240;10-06-2015;50043;MASKER HIDUNG GOOD QUALITY;0,00;12,00;DOS;7046;Engineering;
10849;70440005264;11-06-2015;65502;LUXMETER;0,00;1,00;;7044;Quality Assurance;
10868;70420005273;12-06-2015;30082;CARTON PRINTING 04 UNLABEL OTTO FRANK SFO;0,00;1.665,00;pcs;7042;Inventory Management;
10928;70460005301;16-06-2015;'02355;SL/C & TOOLS FOR PEMASANGAN EXHAUST FAN 2 UNIT (Recording area);0,00;1,00;LOT;7046;Engineering;
10933;70460005303;16-06-2015;60070;PASIR COR;0,00;1,00;;7046;Engineering;
10934;70460005303;16-06-2015;69428;PASIR PLESTER (SAND);42,00;1,00;;7046;Engineering;
10939;70460005303;16-06-2015;68370;KAIN PEREKAT Uk 1INC X 50/ROOL;0,00;1,00;;7046;Engineering;
10947;70460005307;16-06-2015;68228;ALUMINIUM PLATE 3MM X 120CM X 240CM;0,00;14,00;;7046;Engineering;
10951;70460005309;16-06-2015;68379;WITICO ROOF BLUE COLOR Uk, 0,3MM X 73CM X 320CM;0,00;53,00;;7046;Engineering;
10952;70460005309;16-06-2015;68380;WITICO ROOF BLUE COLOR Uk, 03MM X 73CM X 448MTR;0,00;94,00;;7046;Engineering;
10993;70320005330;19-06-2015;50005;HAND GLOVE PLASTIC BLUE;0,00;10,00;;7032;Fixed Fish Procurement;
10991;70460005328;19-06-2015;69428;PASIR PLESTER (SAND);42,00;4,00;;7046;Engineering;
11036;70460005351;24-06-2015;02304;SL/C TOOLS FOR BONGKAR DAN PASANG WASTAFEL DI QA LAB;0,00;3,00;UNIT;7046;Engineering;
11037;70460005352;24-06-2015;02305;SL/C TOOLS FOR PERBAIKAN PIPA AIR SUPPLAY YANG BOCOR DI QA LAB;0,00;1,00;LOT;7046;Engineering;
11046;70460005353;24-06-2015;60733;CUTTING WHEEL 14 (RESIBON BRAND);27,00;1,00;PCS;7046;Engineering;
11049;70460005354;24-06-2015;63295;ALUMINIUM FOIL @ 5MM X 120CM X 50MTR/ROLL;0,00;20,00;ROLLS;7046;Engineering;
11100;70460005374;27-06-2015;63585;LEM FOX @ 1KG / TIN;0,00;60,00;KGS;7046;Engineering;
11101;70460005374;27-06-2015;64684;PELURU STAPLES 6 MM;0,00;50,00;;7046;Engineering;
11107;70460005376;27-06-2015;'02365;SL/C & TOOLS FOR REPLACEMENT OF DELAPIDATED GI PLATE FLOORING RECEIVING AREA;0,00;75,00;;7046;Engineering;
11117;70460005378;27-06-2015;69705;OXYGEN @ 80 KG;0,00;28,00;;7046;Engineering;
11128;70460005380;27-06-2015;68394;MATA BOR BETON @ 3 INC;0,00;5,00;;7046;Engineering;
11139;70440005387;30-06-2015;50170;SARUNG TANGAN KARET;-697,00;10,00;BOX;7044;Quality Assurance;
11187;70460005402;02-07-2015;66536;1012.047.62 O-Ring FKM (Viton);0,00;1,00;;7046;Engineering;
11228;70460005421;03-07-2015;81720;HANDLE KEY DOOR 2 SLAG MEREK SOLID GOOD QUALITY;1,00;8,00;;7046;Engineering;
11228;70460005421;03-07-2015;81720;HANDLE KEY DOOR 2 SLAG MEREK SOLID GOOD QUALITY;1,00;8,00;;7046;Engineering;
11234;70460005425;04-07-2015;63585;LEM FOX @ 1KG / TIN;0,00;60,00;KGS;7046;Engineering;
11252;70460005432;06-07-2015;02399;SLC and materials & tools for replacement plate coupling mobil;0,00;1,00;LOT;7046;Engineering;
11268;70460005444;07-07-2015;62524;GYPSUM 9 MM X 120 CM X 240 CM;0,00;37,00;;7046;Engineering;
11269;70460005444;07-07-2015;81801;ALUMINIUM HOLLO, 10MM X 30MM X 6MTR;0,00;63,00;;7046;Engineering;
11270;70460005444;07-07-2015;66198;PAKU GYPSUM ( SCREW ) @ 1000 PCS/BOX;0,00;2,00;;7046;Engineering;
11271;70460005444;07-07-2015;64478;METROLITE WHITE NO SERI, 001;0,00;9,00;;7046;Engineering;
11272;70460005444;07-07-2015;64244;KUAS ROLL 10CM;0,00;3,00;;7046;Engineering;
11273;70460005444;07-07-2015;60545;PAINT BRUSH 3;5,00;1,00;;7046;Engineering;
11367;70460005470;10-07-2015;65700;DAUN PINTU PVC 70 CM X 200 CM;-3,00;1,00;PC;7046;Engineering;
11329;70460005474;10-07-2015;62524;GYPSUM 9 MM X 120 CM X 240 CM;0,00;35,00;;7046;Engineering;
11330;70460005474;10-07-2015;81801;ALUMINIUM HOLLO, 10MM X 30MM X 6MTR;0,00;53,00;;7046;Engineering;
11331;70460005474;10-07-2015;66198;PAKU GYPSUM ( SCREW ) @ 1000 PCS/BOX;0,00;2,00;;7046;Engineering;
11332;70460005474;10-07-2015;50013;METROLITE PAINT WHITE @3 LTR;5,00;11,00;TIN;7046;Engineering;
11333;70460005474;10-07-2015;64244;KUAS ROLL 10CM;0,00;4,00;;7046;Engineering;
11334;70460005474;10-07-2015;60545;PAINT BRUSH 3;8,00;2,00;;7046;Engineering;
11374;70460005484;11-07-2015;68398;TILES,  40CM X40CM (GRAY COLOR) GOOD QUALITY;0,00;3,00;DOSS;7046;Engineering;
11379;70460005489;13-07-2015;'02368;SL/C TOOLD & MANTERIALS FOR PEMBUATAN PAPAN PENGUMUMAN DARI STICKER ( SIRAM TOILET SETELAH DI PAKAI DAN MATIKAN AIR SETELAH SELESAI DI GUNAKAN) uk, pjg. 20CM X lbr. 10CM;0,00;40,00;PCS;7046;Engineering;
11396;70460005502;13-07-2015;62524;GYPSUM 9 MM X 120 CM X 240 CM;0,00;21,00;;7046;Engineering;
11397;70460005502;13-07-2015;81801;ALUMINIUM HOLLO, 10MM X 30MM X 6MTR;0,00;30,00;;7046;Engineering;
11398;70460005502;13-07-2015;66198;PAKU GYPSUM ( SCREW ) @ 1000 PCS/BOX;0,00;1,00;;7046;Engineering;
11399;70460005502;13-07-2015;64999;METROLITE  WHITE PAINT  @ 3KG;0,00;5,00;;7046;Engineering;
11400;70460005502;13-07-2015;64244;KUAS ROLL 10CM;0,00;1,00;;7046;Engineering;
11401;70460005502;13-07-2015;60545;PAINT BRUSH 3;13,00;1,00;;7046;Engineering;
11402;70460005502;13-07-2015;61605;PAKU 1 INCHI;0,00;1,00;;7046;Engineering;
11403;70460005502;13-07-2015;71612;AVIAN PAINT (WARNA COKLATE);0,00;1,00;;7046;Engineering;
11409;70460005504;14-07-2015;66591;CUTTING WHEEL MACHINE 14 INCHI (DEWALT);0,00;1,00;;7046;Engineering;
